2444531.0741   131.0  20.8
2444532.1116    61.2  13.5
2444559.0096   115.1  15.6
2444621.8398   -43.0  14.8
2444628.7987   -51.3   2.5
2444629.7511     0.5   3.4
2444653.9218    14.2   9.9
2444686.7929   -94.4  22.3
2444914.0599   -44.4  37.5
2444926.9848    96.7  35.2
2444958.0170   148.3  21.2
2445277.0688  -147.6  24.9
2445357.7746   -64.4  11.1
2445390.8439  -118.1   4.12
2445711.8903    76.5  16.2
2445712.9192    19.4  23.7
2445809.7134   180.2  15.4
2445810.7059   179.0  17.6
2446048.0380   112.5   9.2
2446393.9708   178.9  25.5
2446726.9944   -49.9  11.4
2447372.0968  -123.1   8.7
2447455.0482  -135.7  16.3
2447545.8320    71.7   6.3
2447636.7040    87.9  11.6
2447789.0919    40.7   6.5
2448113.1188   -75.6  10.1
2448114.1145   -59.2   7.1
2448472.1388     3.6   8.1
