2451558.7500   154.2   2.8
2451984.5664    95.5   6.4
2452576.9765  -104.4   3.7
2452597.8789   -43.6   5.0
2452598.8984  -108.8   5.5
2452621.8632   -95.4   6.5
2452659.7343   -21.4   5.4
2452661.7148    20.6   5.4
2452688.7148    58.3   5.3
2452689.6015     1.0   4.5
2452894.9765   122.4   3.8
2452931.9179   -61.7   4.6
2452958.8281    29.9   3.7
2453036.7304   -79.0   5.7
2453037.5703   -64.4   3.8
2453038.5781   -16.0   5.6
2453066.6250    -7.2   4.1
2453318.8789   185.1   5.6
2453320.8320    44.5   3.9
2453423.5781   180.3   3.9
2453433.5781    86.1   4.5
2453631.9453  -154.3   6.8
2453690.8945   -51.8   5.8
2453745.6992   -95.8   3.2
2453746.7226   -81.5   5.2
2453787.5742   -89.8   5.7
2453809.6328    29.8   5.5
2453968.9570   -20.6   6.6
2454017.9687   119.1   6.5
2454067.8437   -13.9   5.4
2454495.5781   215.6   3.0
2454496.5703   109.0   4.0
2454497.5859   203.2   4.0
2454514.7031   270.8   3.3
2454553.6445   318.    3.7
2454554.6054   183.4   2.5
2454555.6132   188.8   3.1
2454556.6054   211.5   3.0
2454557.5937   243.0   3.8
2454569.6054   256.6   3.1
2454732.9492  -202.6   4.8
2454783.8789   -89.73  3.0
2454816.8203  -129.8   2.6
2454820.6718  -154.0   6.5
2454838.5781  -149.8   3.8
2454839.7265  -183.5   3.9
2454840.7500  -100.1   4.0
2454868.7304  -155.4   3.0
2454869.7187   -60.1   3.2
2454908.6132  -261.8   3.5
2455076.9179   129.0   3.3
2455100.9570   222.0   4.7
2455104.8750   142.2   3.7
2455135.9570   192.8   5.7
2455152.8750   240.3   3.9
2455153.8906   300.4   3.0
2455154.7382   248.5   3.6
2455171.7500   241.0   3.3
2455200.7812   124.5   3.3
2455254.5937    52.9   3.3
2455279.6054   214.0   3.0
2455436.9960  -136.8   4.7
2455467.9492  -137.1   4.0
2455493.9218  -154.0   2.5
2455525.8320  -311.8   3.5
2455526.8437  -308.6   2.6
2455529.7695   -75.93  3.1
2455547.7968  -199.5   5.0
2455584.7187  -153.4   3.1
2455614.6562   -80.2   3.0
2455616.5820   -93.1   3.1
2455617.5820  -107.6   3.5
2455632.6367   -78.1   3.2
2455633.6250   -91.2   3.1
2455634.5859   -98.4   4.2
2455639.5976  -108.3   3.4
2455665.5937    94.3   3.2
2455817.9218   213.8   4.3
2455838.9531    90.9   4.4
2455845.9414   272.1   3.2
2455871.9492   100.0   3.2
2455909.7539    45.9   5.7
2455960.6953    56.6   3.2
2455967.6250    79.7   3.1
2455988.6601   -75.2   3.2
2456021.5937    68.2   3.0
2456023.5898   -58.5   3.1
2456024.5859   -90.0   3.9
2456026.5820   -92.7   3.2
2456173.9570  -103.4   3.5
2456202.8906   -56.3   4.1
2456234.8671   -49.3   2.5
2456267.6679   -44.1   3.4
2456315.6992   -26.5   3.7
2456351.6406    93.6   3.0
2456372.6406    91.6   3.1
2456525.9843    85.2   3.2
2456562.0039    29.2   3.5
2456588.8906   -36.3   5.4
2456593.0156   -65.1   3.1
2456614.7929   -68.3   3.2
2456624.7617   114.1   5.7
2456625.7773    32.1   3.1
2456640.7070   -26.9   3.0
