2452655.1992   -60.9   3.8
2452656.2109    -7.7   4.1
2452683.2031   -32.0   3.1
2452685.2421    81.8   2.9
2452877.5468   198.7  12.5
2452929.6054   122.1   5.2
2452952.5312    95.3   2.9
2453023.3125  -115.8   2.9
2453076.2500    38.3   4.0
2453393.2226   106.9   2.6
2453421.2929    56.3   2.3
2453429.3515   194.5   5.1
2453750.4570   -28.7   2.7
2453758.3242  -143.1   2.2
2453783.2421   -93.4   2.8
2453785.3164    66.5   3.1
2453786.4218    15.5   3.0
2453814.2656   -21.7   2.8
2453815.2656   -38.6   3.0
2454018.4765    76.8   7.8
2454041.6289     6.1   5.9
2454047.6132    81.3   4.9
2454052.4179    31.1   6.4
2454069.5625   -57.5   3.1
2454071.4375    91.4   2.4
2454074.3554  -130.9   2.4
2454077.5429    27.2   1.3
2454079.3867  -140.7   2.3
2454080.5703   -31.9   3.1
2454096.4062   -61.9   1.3
2454097.2773  -127.8   1.5
2454109.3515   -48.9   2.9
2454111.2968   -12.8   5.5
2454126.3632  -155.4   1.7
2454136.4414  -135.4   4.4
2454156.2890  -283.3   3.2
2454157.2578  -151.4   2.7
2454161.4179  -212.2   4.4
2454164.3515  -145.8   3.7
2454168.3632  -149.4   1.7
2454188.3281  -149.5   4.9
2454191.2734  -108.3   4.4
2454192.2656  -119.7   4.4
2454193.2695   -89.8   4.2
2454195.2812  -194.6   4.2
2454196.2773  -251.3   4.3
2454197.3046  -189.0   5.9
2454198.2890   -83.7   4.1
2454365.6015   -83.5  23.4
2454425.4453  -136.3  13.0
2454432.4609     3.6   7.9
2454433.4531   104.3  13.1
2454516.2656   329.3  10.0
2454520.2851   187.6  10.2
2454521.2421   216.5   8.3
2454522.2421   310.8  10.9
2454524.3750   267.2   8.8
2454528.2812   262.4  10.5
2454529.3125   268.6   8.9
2454530.2539   307.0  12.1
2454531.2656   302.8   8.9
2454532.2929   235.2   9.5
2454535.2656   305.5  12.6
2454539.3437   219.0  12.3
2454695.6171   -65.9  13.2
2454696.5898  -190.1  10.9
2454756.6875   -94.5  21.4
2454757.6953  -177.8  15.5
2454758.7031  -148.1  15.6
2454759.7031   -92.9  16.2
2454781.6250  -110.2  10.3
2454782.5625   -46.1  12.3
2454815.5703  -234.5   3.2
2454819.3945  -151.5   3.4
2454837.4101  -128.3   1.3
2454840.3398  -143.3   1.9
2454841.2304   -83.8   1.9
2454842.3085  -106.2   1.9
2454843.3437  -147.1   1.9
2454844.2421  -152.7   2.0
2454845.3164   -82.7   1.3
2454847.3710  -154.6   1.4
2454848.2929  -234.9   1.9
2454872.3007  -182.8  18.2
2454875.2421   -17.9   2.3
2454904.3242  -134.9   2.2
2454908.3359  -297.3   1.9
2455150.6250   247.4   6.3
2455151.6171   241.0   7.4
2455153.5585   292.3   4.7
2455154.5859   275.6   9.7
2455155.4921   203.5   3.0
2455156.5507   229.1   1.9
2455158.5000   273.8   3.9
2455161.5195   226.7   3.3
2455162.4570   210.2   2.5
2455163.4765   223.3   2.6
2455164.6640   228.5   8.8
2455165.6171   227.2   4.0
2455170.4492   157.2   1.5
2455172.5664   298.8   4.5
2455173.3906   240.2   2.5
2455175.3984   223.7   3.0
